MED_Lite;33;4.5
Special_cappuccino;160;3.0
Triple_Coffee;415;7.5
Mild_Espresso;926;2.0
LARGE_Lite;913;6.0
Cold_LATTE;888;2.5
SMALL_LATTE;839;1.5
ICY_Espresso;742;2.0
Double_cappuccino;549;5.0
MED_cappuccino;164;4.5
Special_LATTE;431;3.0
Triple_MOCHA;966;8.0
Mild_Lite;1001;2.5
LARGE_cappuccino;36;6.0
Cold_Coffee;179;2.0
SMALL_Coffee;466;1.0
ICY_Lite;1041;2.5
Double_Espresso;120;4.0
MED_LATTE;351;4.5
Special_Coffee;814;2.75
Triple_cappuccino;705;8.0
Mild_cappuccino;488;2.5
LARGE_LATTE;55;6.0
Cold_MOCHA;226;2.5
SMALL_MOCHA;569;1.5
ICY_cappuccino;220;2.5
Double_Lite;559;5.0
MED_Coffee;202;3.75
Special_MOCHA;525;3.0
Triple_Espresso;136;7.5
Mild_LATTE;395;2.5
LARGE_Coffee;914;5.0
Cold_cappuccino;917;2.5
SMALL_cappuccino;924;1.5
ICY_LATTE;939;2.5
Double_cappuccino;970;5.0
MED_MOCHA;1033;4.5
Special_cappuccino;124;3.0
Triple_Lite;379;8.0
Mild_Coffee;890;2.0
LARGE_MOCHA;877;6.0
Cold_Espresso;852;2.0
SMALL_Espresso;803;1.0
ICY_Coffee;706;2.0
Double_LATTE;513;5.0
MED_cappuccino;128;4.5
Special_Espresso;395;2.75
Triple_cappuccino;930;8.0
Mild_MOCHA;965;2.5
LARGE_cappuccino;1036;6.0
Cold_Lite;143;2.5
SMALL_Lite;430;1.5
ICY_MOCHA;1005;2.5
Double_Coffee;84;4.0
MED_Espresso;315;3.75
Special_Lite;778;3.0
Triple_LATTE;669;8.0
Mild_cappuccino;452;2.5
LARGE_Espresso;19;5.0
Cold_cappuccino;190;2.5
SMALL_cappuccino;533;1.5
ICY_cappuccino;184;2.5
Double_MOCHA;523;5.0
MED_Lite;166;4.5
Special_cappuccino;489;3.0
Triple_Coffee;100;7.5
Mild_Espresso;359;2.0
LARGE_Lite;878;6.0
Cold_LATTE;881;2.5
SMALL_LATTE;888;1.5
ICY_Espresso;903;2.0
Double_cappuccino;934;5.0
MED_cappuccino;997;4.5
Special_LATTE;88;3.0
Triple_MOCHA;343;8.0
Mild_Lite;854;2.5
LARGE_cappuccino;841;6.0
Cold_Coffee;816;2.0
SMALL_Coffee;767;1.0
ICY_Lite;670;2.5
Double_Espresso;477;4.0
MED_LATTE;92;4.5
Special_Coffee;359;2.75
Triple_cappuccino;894;8.0
Mild_cappuccino;929;2.5
LARGE_LATTE;1000;6.0
Cold_MOCHA;107;2.5
SMALL_MOCHA;394;1.5
ICY_cappuccino;969;2.5
Double_Lite;48;5.0
MED_Coffee;279;3.75
Special_MOCHA;742;3.0
Triple_Espresso;633;7.5
Mild_LATTE;416;2.5
LARGE_Coffee;1019;5.0
Cold_cappuccino;154;2.5
SMALL_cappuccino;497;1.5
ICY_LATTE;148;2.5
Double_cappuccino;487;5.0
MED_MOCHA;130;4.5
Special_cappuccino;453;3.0
Triple_Lite;64;8.0
Mild_Coffee;323;2.0
LARGE_MOCHA;842;6.0
Cold_Espresso;845;2.0
SMALL_Espresso;852;1.0
ICY_Coffee;867;2.0
Double_LATTE;898;5.0
MED_cappuccino;961;4.5
Special_Espresso;52;2.75
Triple_cappuccino;307;8.0
Mild_MOCHA;818;2.5
LARGE_cappuccino;805;6.0
Cold_Lite;780;2.5
SMALL_Lite;731;1.5
ICY_MOCHA;634;2.5
Double_Coffee;441;4.0
MED_Espresso;56;3.75
Special_Lite;323;3.0
Triple_LATTE;858;8.0
Mild_cappuccino;893;2.5
LARGE_Espresso;964;5.0
Cold_cappuccino;71;2.5
SMALL_cappuccino;358;1.5
ICY_cappuccino;933;2.5
Double_MOCHA;1048;5.0
MED_Lite;243;4.5
Special_cappuccino;706;3.0
Triple_Coffee;597;7.5
Mild_Espresso;380;2.0
LARGE_Lite;983;6.0
Cold_LATTE;118;2.5
SMALL_LATTE;461;1.5
ICY_Espresso;112;2.0
Double_cappuccino;451;5.0
MED_cappuccino;94;4.5
Special_LATTE;417;3.0
Triple_MOCHA;28;8.0
Mild_Lite;287;2.5
LARGE_cappuccino;806;6.0
Cold_Coffee;809;2.0
SMALL_Coffee;816;1.0
ICY_Lite;831;2.5
Double_Espresso;862;4.0
MED_LATTE;925;4.5
Special_Coffee;1052;2.75
Triple_cappuccino;271;8.0
Mild_cappuccino;782;2.5
LARGE_LATTE;769;6.0
Cold_MOCHA;744;2.5
SMALL_MOCHA;695;1.5
ICY_cappuccino;598;2.5
Double_Lite;405;5.0
MED_Coffee;20;3.75
Special_MOCHA;287;3.0
Triple_Espresso;822;7.5
Mild_LATTE;857;2.5
LARGE_Coffee;928;5.0
Cold_cappuccino;35;2.5
SMALL_cappuccino;322;1.5
ICY_LATTE;897;2.5
Double_cappuccino;1012;5.0
MED_MOCHA;207;4.5
Special_cappuccino;670;3.0
Triple_Lite;561;8.0
Mild_Coffee;344;2.0
LARGE_MOCHA;947;6.0
Cold_Espresso;82;2.0
SMALL_Espresso;425;1.0
ICY_Coffee;76;2.0
Double_LATTE;415;5.0
MED_cappuccino;58;4.5
Special_Espresso;381;2.75
Triple_cappuccino;1028;8.0
Mild_MOCHA;251;2.5
LARGE_cappuccino;770;6.0
Cold_Lite;773;2.5
SMALL_Lite;780;1.5
ICY_MOCHA;795;2.5
Double_Coffee;826;4.0
MED_Espresso;889;3.75
Special_Lite;1016;3.0
Triple_LATTE;235;8.0
Mild_cappuccino;746;2.5
LARGE_Espresso;733;5.0
Cold_cappuccino;708;2.5
SMALL_cappuccino;659;1.5
ICY_cappuccino;562;2.5
Double_MOCHA;369;5.0
MED_Lite;1020;4.5
Special_cappuccino;251;3.0
Triple_Coffee;786;7.5
Mild_Espresso;821;2.0
LARGE_Lite;892;6.0
Cold_LATTE;1035;2.5
SMALL_LATTE;286;1.5
ICY_Espresso;861;2.0
Double_cappuccino;976;5.0
MED_cappuccino;171;4.5
Special_LATTE;634;3.0
Triple_MOCHA;525;8.0
Mild_Lite;308;2.5
LARGE_cappuccino;911;6.0
Cold_Coffee;46;2.0
SMALL_Coffee;389;1.0
ICY_Lite;40;2.5
Double_Espresso;379;4.0
MED_LATTE;22;4.5
Special_Coffee;345;2.75
Triple_cappuccino;992;8.0
Mild_cappuccino;215;2.5
LARGE_LATTE;734;6.0
Cold_MOCHA;737;2.5
SMALL_MOCHA;744;1.5
ICY_cappuccino;759;2.5
Double_Lite;790;5.0
MED_Coffee;853;3.75
Special_MOCHA;980;3.0
Triple_Espresso;199;7.5
Mild_LATTE;710;2.5
LARGE_Coffee;697;5.0
Cold_cappuccino;672;2.5
SMALL_cappuccino;623;1.5
ICY_LATTE;526;2.5
Double_cappuccino;333;5.0
MED_MOCHA;984;4.5
Special_cappuccino;215;3.0
Triple_Lite;750;8.0
Mild_Coffee;785;2.0
LARGE_MOCHA;856;6.0
Cold_Espresso;999;2.0
SMALL_Espresso;250;1.0
ICY_Coffee;825;2.0
Double_LATTE;940;5.0
MED_cappuccino;135;4.5
Special_Espresso;598;2.75
Triple_cappuccino;489;8.0
Mild_MOCHA;272;2.5
LARGE_cappuccino;875;6.0
Cold_Lite;1046;2.5
SMALL_Lite;353;1.5
ICY_MOCHA;1040;2.5
Double_Coffee;343;4.0
MED_Espresso;1022;3.75
Special_Lite;309;3.0
Triple_LATTE;956;8.0
Mild_cappuccino;179;2.5
LARGE_Espresso;698;5.0
Cold_cappuccino;701;2.5
SMALL_cappuccino;708;1.5
ICY_cappuccino;723;2.5
Double_MOCHA;754;5.0
MED_Lite;817;4.5
Special_cappuccino;944;3.0
Triple_Coffee;163;7.5
Mild_Espresso;674;2.0
LARGE_Lite;661;6.0
Cold_LATTE;636;2.5
SMALL_LATTE;587;1.5
ICY_Espresso;490;2.0
Double_cappuccino;297;5.0
MED_cappuccino;948;4.5
Special_LATTE;179;3.0
Triple_MOCHA;714;8.0
Mild_Lite;749;2.5
LARGE_cappuccino;820;6.0
Cold_Coffee;963;2.0
SMALL_Coffee;214;1.0
ICY_Lite;789;2.5
Double_Espresso;904;4.0
MED_LATTE;99;4.5
Special_Coffee;562;2.75
Triple_cappuccino;453;8.0
Mild_cappuccino;236;2.5
LARGE_LATTE;839;6.0
Cold_MOCHA;1010;2.5
SMALL_MOCHA;317;1.5
ICY_cappuccino;1004;2.5
Double_Lite;307;5.0
MED_Coffee;986;3.75
Special_MOCHA;273;3.0
Triple_Espresso;920;7.5
Mild_LATTE;143;2.5
LARGE_Coffee;662;5.0
Cold_cappuccino;665;2.5
SMALL_cappuccino;672;1.5
ICY_LATTE;687;2.5
Double_cappuccino;718;5.0
MED_MOCHA;781;4.5
Special_cappuccino;908;3.0
Triple_Lite;127;8.0
Mild_Coffee;638;2.0
LARGE_MOCHA;625;6.0
Cold_Espresso;600;2.0
SMALL_Espresso;551;1.0
ICY_Coffee;454;2.0
Double_LATTE;261;5.0
MED_cappuccino;912;4.5
Special_Espresso;143;2.75
Triple_cappuccino;678;8.0
Mild_MOCHA;713;2.5
LARGE_cappuccino;784;6.0
Cold_Lite;927;2.5
SMALL_Lite;178;1.5
ICY_MOCHA;753;2.5
Double_Coffee;868;4.0
MED_Espresso;63;3.75
Special_Lite;526;3.0
Triple_LATTE;417;8.0
Mild_cappuccino;200;2.5
LARGE_Espresso;803;5.0
Cold_cappuccino;974;2.5
SMALL_cappuccino;281;1.5
ICY_cappuccino;968;2.5
Double_MOCHA;271;5.0
MED_Lite;950;4.5
Special_cappuccino;237;3.0
Triple_Coffee;884;7.5
Mild_Espresso;107;2.0
LARGE_Lite;626;6.0
Cold_LATTE;629;2.5
SMALL_LATTE;636;1.5
ICY_Espresso;651;2.0
Double_cappuccino;682;5.0
MED_cappuccino;745;4.5
Special_LATTE;872;3.0
Triple_MOCHA;91;8.0
Mild_Lite;602;2.5
LARGE_cappuccino;589;6.0
Cold_Coffee;564;2.0
SMALL_Coffee;515;1.0
ICY_Lite;418;2.5
Double_Espresso;225;4.0
MED_LATTE;876;4.5
Special_Coffee;107;2.75
Triple_cappuccino;642;8.0
Mild_cappuccino;677;2.5
LARGE_LATTE;748;6.0
Cold_MOCHA;891;2.5
SMALL_MOCHA;142;1.5
ICY_cappuccino;717;2.5
Double_Lite;832;5.0
MED_Coffee;27;3.75
Special_MOCHA;490;3.0
Triple_Espresso;381;7.5
Mild_LATTE;164;2.5
LARGE_Coffee;767;5.0
Cold_cappuccino;938;2.5
SMALL_cappuccino;245;1.5
ICY_LATTE;932;2.5
Double_cappuccino;235;5.0
MED_MOCHA;914;4.5
Special_cappuccino;201;3.0
Triple_Lite;848;8.0
Mild_Coffee;71;2.0
LARGE_MOCHA;590;6.0
Cold_Espresso;593;2.0
SMALL_Espresso;600;1.0
ICY_Coffee;615;2.0
Double_LATTE;646;5.0
MED_cappuccino;709;4.5
Special_Espresso;836;2.75
Triple_cappuccino;55;8.0
Mild_MOCHA;566;2.5
LARGE_cappuccino;553;6.0
Cold_Lite;528;2.5
SMALL_Lite;479;1.5
ICY_MOCHA;382;2.5
Double_Coffee;189;4.0
MED_Espresso;840;3.75
Special_Lite;71;3.0
Triple_LATTE;606;8.0
Mild_cappuccino;641;2.5
LARGE_Espresso;712;5.0
Cold_cappuccino;855;2.5
SMALL_cappuccino;106;1.5
ICY_cappuccino;681;2.5
Double_MOCHA;796;5.0
MED_Lite;1027;4.5
Special_cappuccino;454;3.0
Triple_Coffee;345;7.5
Mild_Espresso;128;2.0
LARGE_Lite;731;6.0
Cold_LATTE;902;2.5
SMALL_LATTE;209;1.5
ICY_Espresso;896;2.0
Double_cappuccino;199;5.0
MED_cappuccino;878;4.5
Special_LATTE;165;3.0
Triple_MOCHA;812;8.0
Mild_Lite;35;2.5
LARGE_cappuccino;554;6.0
Cold_Coffee;557;2.0
SMALL_Coffee;564;1.0
ICY_Lite;579;2.5
Double_Espresso;610;4.0
MED_LATTE;673;4.5
Special_Coffee;800;2.75
Triple_cappuccino;19;8.0
Mild_cappuccino;530;2.5
LARGE_LATTE;517;6.0
Cold_MOCHA;492;2.5
SMALL_MOCHA;443;1.5
ICY_cappuccino;346;2.5
Double_Lite;153;5.0
MED_Coffee;804;3.75
Special_MOCHA;35;3.0
Triple_Espresso;570;7.5
Mild_LATTE;605;2.5
LARGE_Coffee;676;5.0
Cold_cappuccino;819;2.5
SMALL_cappuccino;70;1.5
ICY_LATTE;645;2.5
Double_cappuccino;760;5.0
MED_MOCHA;991;4.5
Special_cappuccino;418;3.0
Triple_Lite;309;8.0
Mild_Coffee;92;2.0
LARGE_MOCHA;695;6.0
Cold_Espresso;866;2.0
SMALL_Espresso;173;1.0
ICY_Coffee;860;2.0
Double_LATTE;163;5.0
MED_cappuccino;842;4.5
Special_Espresso;129;2.75
Triple_cappuccino;776;8.0
Mild_MOCHA;1035;2.5
LARGE_cappuccino;518;6.0
Cold_Lite;521;2.5
SMALL_Lite;528;1.5
ICY_MOCHA;543;2.5
Double_Coffee;574;4.0
MED_Espresso;637;3.75
Special_Lite;764;3.0
Triple_LATTE;1019;8.0
Mild_cappuccino;494;2.5
LARGE_Espresso;481;5.0
Cold_cappuccino;456;2.5
SMALL_cappuccino;407;1.5
ICY_cappuccino;310;2.5
Double_MOCHA;117;5.0
MED_Lite;768;4.5
Special_cappuccino;1035;3.0
Triple_Coffee;534;7.5
Mild_Espresso;569;2.0
LARGE_Lite;640;6.0
Cold_LATTE;783;2.5
SMALL_LATTE;34;1.5
ICY_Espresso;609;2.0
Double_cappuccino;724;5.0
MED_cappuccino;955;4.5
Special_LATTE;382;3.0
Triple_MOCHA;273;8.0
Mild_Lite;56;2.5
LARGE_cappuccino;659;6.0
Cold_Coffee;830;2.0
SMALL_Coffee;137;1.0
ICY_Lite;824;2.5
Double_Espresso;127;4.0
MED_LATTE;806;4.5
Special_Coffee;93;2.75
Triple_cappuccino;740;8.0
Mild_cappuccino;999;2.5
LARGE_LATTE;482;6.0
Cold_MOCHA;485;2.5
SMALL_MOCHA;492;1.5
ICY_cappuccino;507;2.5
Double_Lite;538;5.0
MED_Coffee;601;3.75
Special_MOCHA;728;3.0
Triple_Espresso;983;7.5
Mild_LATTE;458;2.5
LARGE_Coffee;445;5.0
Cold_cappuccino;420;2.5
SMALL_cappuccino;371;1.5
ICY_LATTE;274;2.5
Double_cappuccino;81;5.0
MED_MOCHA;732;4.5
Special_cappuccino;999;3.0
Triple_Lite;498;8.0
Mild_Coffee;533;2.0
LARGE_MOCHA;604;6.0
Cold_Espresso;747;2.0
SMALL_Espresso;1034;1.0
ICY_Coffee;573;2.0
Double_LATTE;688;5.0
MED_cappuccino;919;4.5
Special_Espresso;346;2.75
Triple_cappuccino;237;8.0
Mild_MOCHA;20;2.5
LARGE_cappuccino;623;6.0
Cold_Lite;794;2.5
SMALL_Lite;101;1.5
ICY_MOCHA;788;2.5
Double_Coffee;91;4.0
MED_Espresso;770;3.75
Special_Lite;57;3.0
Triple_LATTE;704;8.0
Mild_cappuccino;963;2.5
LARGE_Espresso;446;5.0
Cold_cappuccino;449;2.5
SMALL_cappuccino;456;1.5
ICY_cappuccino;471;2.5
Double_MOCHA;502;5.0
MED_Lite;565;4.5
Special_cappuccino;692;3.0
Triple_Coffee;947;7.5
Mild_Espresso;422;2.0
LARGE_Lite;409;6.0
Cold_LATTE;384;2.5
SMALL_LATTE;335;1.5
ICY_Espresso;238;2.0
Double_cappuccino;45;5.0
MED_cappuccino;696;4.5
Special_LATTE;963;3.0
Triple_MOCHA;462;8.0
Mild_Lite;497;2.5
LARGE_cappuccino;568;6.0
Cold_Coffee;711;2.0
SMALL_Coffee;998;1.0
ICY_Lite;537;2.5
Double_Espresso;652;4.0
MED_LATTE;883;4.5
Special_Coffee;310;2.75
Triple_cappuccino;201;8.0
Mild_cappuccino;1020;2.5
LARGE_LATTE;587;6.0
Cold_MOCHA;758;2.5
SMALL_MOCHA;65;1.5
ICY_cappuccino;752;2.5
Double_Lite;55;5.0
MED_Coffee;734;3.75
Special_MOCHA;22;3.0
Triple_Espresso;670;7.5
Mild_LATTE;931;2.5
LARGE_Coffee;418;5.0
Cold_cappuccino;429;2.5
SMALL_cappuccino;452;1.5
ICY_LATTE;499;2.5
Double_cappuccino;594;5.0
MED_MOCHA;785;4.5
Special_cappuccino;132;3.0
Triple_Lite;899;8.0
Mild_Coffee;362;2.0
LARGE_MOCHA;325;6.0
Cold_Espresso;252;2.0
SMALL_Espresso;107;1.0
ICY_Coffee;854;2.0
Double_LATTE;277;5.0
MED_cappuccino;160;4.5
Special_Espresso;963;2.75
Triple_cappuccino;498;8.0
Mild_MOCHA;605;2.5
LARGE_cappuccino;820;6.0
Cold_Lite;215;2.5
SMALL_Lite;42;1.5
ICY_MOCHA;733;2.5
Double_Coffee;44;4.0
MED_Espresso;739;3.75
Special_Lite;58;3.0
Triple_LATTE;769;8.0
Mild_cappuccino;120;2.5
LARGE_Espresso;895;5.0
Cold_cappuccino;374;2.5
SMALL_cappuccino;369;1.5
ICY_cappuccino;360;2.5
Double_MOCHA;343;5.0
MED_Lite;310;4.5
Special_cappuccino;245;3.0
Triple_Coffee;116;7.5
Mild_Espresso;895;2.0
LARGE_Lite;382;6.0
Cold_LATTE;393;2.5
SMALL_LATTE;416;1.5
ICY_Espresso;463;2.0
Double_cappuccino;558;5.0
MED_cappuccino;749;4.5
Special_LATTE;96;3.0
Triple_MOCHA;863;8.0
Mild_Lite;326;2.5
LARGE_cappuccino;289;6.0
Cold_Coffee;216;2.0
SMALL_Coffee;71;1.0
ICY_Lite;818;2.5
Double_Espresso;241;4.0
MED_LATTE;124;4.5
Special_Coffee;927;2.75
Triple_cappuccino;462;8.0
Mild_cappuccino;569;2.5
LARGE_LATTE;784;6.0
Cold_MOCHA;179;2.5
SMALL_MOCHA;1042;1.5
ICY_cappuccino;697;2.5
Double_Lite;1044;5.0
MED_Coffee;703;3.75
Special_MOCHA;22;3.0
Triple_Espresso;733;7.5
Mild_LATTE;84;2.5
LARGE_Coffee;859;5.0
Cold_cappuccino;338;2.5
SMALL_cappuccino;333;1.5
ICY_LATTE;324;2.5
Double_cappuccino;307;5.0
MED_MOCHA;274;4.5
Special_cappuccino;209;3.0
Triple_Lite;80;8.0
Mild_Coffee;859;2.0
LARGE_MOCHA;346;6.0
Cold_Espresso;357;2.0
SMALL_Espresso;380;1.0
ICY_Coffee;427;2.0
Double_LATTE;522;5.0
MED_cappuccino;713;4.5
Special_Espresso;60;2.75
Triple_cappuccino;827;8.0
Mild_MOCHA;290;2.5
LARGE_cappuccino;253;6.0
Cold_Lite;180;2.5
SMALL_Lite;35;1.5
ICY_MOCHA;782;2.5
Double_Coffee;205;4.0
MED_Espresso;88;3.75
Special_Lite;891;3.0
Triple_LATTE;426;8.0
Mild_cappuccino;533;2.5
LARGE_Espresso;748;5.0
Cold_cappuccino;143;2.5
SMALL_cappuccino;1006;1.5
ICY_cappuccino;661;2.5
Double_MOCHA;1008;5.0
MED_Lite;667;4.5
Special_cappuccino;1022;3.0
Triple_Coffee;697;7.5
Mild_Espresso;48;2.0
LARGE_Lite;823;6.0
Cold_LATTE;302;2.5
SMALL_LATTE;297;1.5
ICY_Espresso;288;2.0
Double_cappuccino;271;5.0
MED_cappuccino;238;4.5
Special_LATTE;173;3.0
Triple_MOCHA;44;8.0
Mild_Lite;823;2.5
LARGE_cappuccino;310;6.0
Cold_Coffee;321;2.0
SMALL_Coffee;344;1.0
ICY_Lite;391;2.5
Double_Espresso;486;4.0
MED_LATTE;677;4.5
Special_Coffee;24;2.75
Triple_cappuccino;791;8.0
Mild_cappuccino;254;2.5
LARGE_LATTE;217;6.0
Cold_MOCHA;144;2.5
SMALL_MOCHA;1035;1.5
ICY_cappuccino;746;2.5
Double_Lite;169;5.0
MED_Coffee;52;3.75
Special_MOCHA;855;3.0
Triple_Espresso;390;7.5
Mild_LATTE;497;2.5
LARGE_Coffee;712;5.0
Cold_cappuccino;107;2.5
SMALL_cappuccino;970;1.5
ICY_LATTE;625;2.5
Double_cappuccino;972;5.0
MED_MOCHA;631;4.5
Special_cappuccino;986;3.0
Triple_Lite;661;8.0
Mild_Coffee;1048;2.0
LARGE_MOCHA;787;6.0
Cold_Espresso;266;2.0
SMALL_Espresso;261;1.0
ICY_Coffee;252;2.0
Double_LATTE;235;5.0
MED_cappuccino;202;4.5
Special_Espresso;137;2.75
Triple_cappuccino;1044;8.0
Mild_MOCHA;787;2.5
LARGE_cappuccino;274;6.0
Cold_Lite;285;2.5
SMALL_Lite;308;1.5
ICY_MOCHA;355;2.5
Double_Coffee;450;4.0
MED_Espresso;641;3.75
Special_Lite;1024;3.0
Triple_LATTE;755;8.0
Mild_cappuccino;218;2.5
LARGE_Espresso;181;5.0
Cold_cappuccino;108;2.5
SMALL_cappuccino;999;1.5
ICY_cappuccino;710;2.5
Double_MOCHA;133;5.0
MED_Lite;1052;4.5
Special_cappuccino;819;3.0
Triple_Coffee;354;7.5
Mild_Espresso;461;2.0
LARGE_Lite;676;6.0
Cold_LATTE;71;2.5
SMALL_LATTE;934;1.5
ICY_Espresso;589;2.0
Double_cappuccino;936;5.0
MED_cappuccino;595;4.5
Special_LATTE;950;3.0
Triple_MOCHA;625;8.0
Mild_Lite;1012;2.5
LARGE_cappuccino;751;6.0
Cold_Coffee;230;2.0
SMALL_Coffee;225;1.0
ICY_Lite;216;2.5
Double_Espresso;199;4.0
MED_LATTE;166;4.5
Special_Coffee;101;2.75
Triple_cappuccino;1008;8.0
Mild_cappuccino;751;2.5
LARGE_LATTE;238;6.0
Cold_MOCHA;249;2.5
SMALL_MOCHA;272;1.5
ICY_cappuccino;319;2.5
Double_Lite;414;5.0
MED_Coffee;605;3.75
Special_MOCHA;988;3.0
Triple_Espresso;719;7.5
Mild_LATTE;182;2.5
LARGE_Coffee;145;5.0
Cold_cappuccino;72;2.5
SMALL_cappuccino;963;1.5
ICY_LATTE;674;2.5
Double_cappuccino;97;5.0
MED_MOCHA;1016;4.5
Special_cappuccino;783;3.0
Triple_Lite;318;8.0
Mild_Coffee;425;2.0
LARGE_MOCHA;640;6.0
Cold_Espresso;35;2.0
SMALL_Espresso;898;1.0
ICY_Coffee;553;2.0
Double_LATTE;900;5.0
MED_cappuccino;559;4.5
Special_Espresso;914;2.75
Triple_cappuccino;589;8.0
Mild_MOCHA;976;2.5
LARGE_cappuccino;715;6.0
Cold_Lite;194;2.5
SMALL_Lite;189;1.5
ICY_MOCHA;180;2.5
Double_Coffee;163;4.0
MED_Espresso;130;3.75
Special_Lite;65;3.0
Triple_LATTE;972;8.0
Mild_cappuccino;715;2.5
LARGE_Espresso;202;5.0
Cold_cappuccino;213;2.5
SMALL_cappuccino;236;1.5
ICY_cappuccino;283;2.5
Double_MOCHA;378;5.0
MED_Lite;569;4.5
Special_cappuccino;952;3.0
Triple_Coffee;683;7.5
Mild_Espresso;146;2.0
LARGE_Lite;109;6.0
Cold_LATTE;36;2.5
SMALL_LATTE;927;1.5
ICY_Espresso;638;2.0
Double_cappuccino;61;5.0
MED_cappuccino;980;4.5
Special_LATTE;747;3.0
Triple_MOCHA;282;8.0
Mild_Lite;389;2.5
LARGE_cappuccino;604;6.0
Cold_Coffee;1035;2.0
SMALL_Coffee;862;1.0
ICY_Lite;517;2.5
Double_Espresso;864;4.0
MED_LATTE;523;4.5
Special_Coffee;878;2.75
Triple_cappuccino;553;8.0
Mild_cappuccino;940;2.5
LARGE_LATTE;679;6.0
Cold_MOCHA;158;2.5
SMALL_MOCHA;153;1.5
ICY_cappuccino;144;2.5
Double_Lite;127;5.0
MED_Coffee;94;3.75
Special_MOCHA;29;3.0
Triple_Espresso;936;7.5
Mild_LATTE;679;2.5
LARGE_Coffee;166;5.0
Cold_cappuccino;177;2.5
SMALL_cappuccino;200;1.5
ICY_LATTE;247;2.5
Double_cappuccino;342;5.0
MED_MOCHA;533;4.5
Special_cappuccino;916;3.0
Triple_Lite;647;8.0
Mild_Coffee;110;2.0
LARGE_MOCHA;73;6.0
Cold_Espresso;1036;2.0
SMALL_Espresso;891;1.0
ICY_Coffee;602;2.0
Double_LATTE;25;5.0
MED_cappuccino;944;4.5
Special_Espresso;711;2.75
Triple_cappuccino;246;8.0
Mild_MOCHA;353;2.5
LARGE_cappuccino;568;6.0
Cold_Lite;999;2.5
SMALL_Lite;826;1.5
ICY_MOCHA;481;2.5
Double_Coffee;828;4.0
MED_Espresso;487;3.75
Special_Lite;842;3.0
Triple_LATTE;517;8.0
Mild_cappuccino;904;2.5
LARGE_Espresso;643;5.0
Cold_cappuccino;122;2.5
SMALL_cappuccino;117;1.5
ICY_cappuccino;108;2.5
Double_MOCHA;91;5.0
MED_Lite;58;4.5
Special_cappuccino;1029;3.0
